Symbol	GSM364903	GSM364904	GSM364905	GSM364906
1110004E09Rik	-0.030913994	0.0207753	-0.03021195	-0.0624834
1110004F10Rik	-0.004773269	-0.192456	0.022055013	-0.349221
1110005A03Rik	0.43740946	-0.401335	0.16891645	-0.321003
1110006O24Rik	0.10534954	-0.197862	0.15744147	0.0405641
1110007C09Rik	-0.55310667	0.189361	-0.18293214	0.302944
1110008F13Rik	0.2946216	-0.0199023	0.016077483	0.426232
1110008J03Rik	-0.10424695	-0.473526	0.031956915	-0.37876
1110008L16Rik	-0.21321878	-0.136323	0.3421223	-0.490151
1110008P14Rik	-0.26951733	0.0780286	-0.65791273	0.748337
1110012J17Rik	1.0565905	-0.6251435	0.66744326	-0.347718
1110012L19Rik	-0.014470632	-0.372919	0.35815686	-0.606759
1110013I04Rik	0	0	0	0
1110014L15Rik	0	0	0	0
1110014N23Rik	0.16504185	-0.461184	-0.1261779325	-0.12448
1110015O18Rik	0	0	0	0
1110017D15Rik	0.04036381	0.12391	0.07711968	0.0714232
1110018G07Rik	-0.45890108	0.350872666666667	-0.439673153333333	0.808773666666667
1110018J18Rik	0.75598586	-0.784447	1.2449231	-0.896284
1110018N20Rik	0.26727962	-1.03087	-0.6090971	1.00848
1110019B22Rik	0.349189	-0.116653	0.39542195	0.122274
1110019B24Rik	0	0	0	0
1110020A10Rik	0	0	0	0
1110020A21Rik	0.7949821	-0.51303	1.7520212	-1.18756
1110020C17Rik	0	0	0	0
1110020G09Rik	0.162617315	-0.0072055	0.417956715	-0.330344
1110021J02Rik	-0.1169760485	-0.047267	-0.202932465	0.2406975
1110021L09Rik	-0.42595407	0.637777	0.022782627	0.528222
1110028C15Rik	0.2807069	-0.1457715	0.34828055	-0.14058025
1110031I02Rik	-0.016195884	0.214836	0.41929877	-0.121686
1110032A03Rik	-0.419759343333333	0.443414666666667	0.762948833333333	-0.2420127
1110032A04Rik	1.8395252	-1.80832	1.2591795	-1.05664
1110032L06Rik	0	0.478402	0	0.306316
1110034A24Rik	0.0856669085	-0.08783105	0.40526905	-0.12980285
1110034B05Rik	0.3569907	-0.162633	0.284654	-0.0469485
1110034G24Rik	-0.08790567	0.208486	0.24138257	-0.301049
1110035E04Rik	-0.1376431	1.2771	-1.3245559	0.949676
1110035H17Rik	-0.084401815	-0.0825251	0.4785269095	-0.13476655
1110035M17Rik	0	0	0	0
1110037F02Rik	-0.06253055	0.177101666666667	0.110767396666667	0.219814333333333
1110038B12Rik	0.9289655	-0.926492	1.325461	-1.17359
1110038D17Rik	-0.292160965	0.0753981	-0.6330071775	0.029121875
